,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key,nDay,latestDay,nBasket,COUPON_DISC,dayWCoupRed,SALES_VALUE,RETAIL_DISC,COUPON_MATCH,distProdPDay,avgSalesPDay,avgCoupDiscPDay,avgRetlDiscPDay,coupRedPBask,frequency,recency,variety,monetary,redeemedCoup
265,25-34,B,25-34K,Homeowner,Single Male,1,None/Unknown,787,181,709,181,-6.17,3,2504.59,-400.69,0.0,835,13.84,-0.03,-2.21,0.02,0.25,21,4.61,2097.73,1
266,25-34,U,Under 15K,Unknown,1 Adult Kids,2,1,788,182,709,182,-83.15,63,7514.2,-2021.67,-15.55,2633,41.29,-0.46,-11.11,0.35,0.25,21,14.47,5409.38,1
267,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,790,56,704,56,-11.0,10,2842.63,-289.95,-0.25,919,50.76,-0.2,-5.18,0.18,0.08,26,16.41,2541.68,1
268,25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,797,89,706,89,-0.5,1,3059.57,-236.72,-0.5,743,34.38,-0.01,-2.66,0.01,0.12,24,8.35,2822.35,1
269,25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,800,379,711,379,-2.5,3,10426.58,-1778.66,-0.5,4296,27.51,-0.01,-4.69,0.01,0.52,19,11.34,8645.42,1
270,65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,802,59,702,59,-7.0,2,2154.4300000000003,-256.89,0.0,576,36.52,-0.12,-4.35,0.03,0.08,28,9.76,1890.54,1
271,25-34,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,803,64,707,64,0.0,0,2036.8400000000001,-363.64,0.0,734,31.83,0.0,-5.68,0.0,0.09,23,11.47,1673.2,0
272,35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,806,104,711,104,-30.85,33,5875.35,-937.2,-9.95,1795,56.49,-0.3,-9.01,0.32,0.14,19,17.26,4907.3,1
273,45-54,U,75-99K,Homeowner,2 Adults Kids,3,1,808,170,711,170,-0.55,1,2317.9,-361.07,-0.45,838,13.63,-0.0,-2.12,0.01,0.23,19,4.93,1956.28,1
274,25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,816,95,696,95,-13.440000000000001,17,3468.66,-457.38,-5.65,1197,36.51,-0.14,-4.81,0.18,0.13,34,12.6,2997.84,1
275,35-44,A,150-174K,Homeowner,2 Adults Kids,3,1,817,140,706,140,-13.719999999999999,12,4801.85,-1299.24,-1.8,1905,34.3,-0.1,-9.28,0.09,0.19,24,13.61,3488.89,1
276,35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,823,101,705,101,-1.5,1,2590.15,-308.26,0.0,646,25.65,-0.01,-3.05,0.01,0.14,25,6.4,2280.39,1
277,45-54,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,825,196,708,196,-60.81,49,11835.02,-1864.82,-7.25,3051,60.38,-0.31,-9.51,0.25,0.27,22,15.57,9909.39,1
278,45-54,B,50-74K,Homeowner,1 Adult Kids,3,2,831,152,706,152,-12.25,7,8831.35,-1414.09,-0.75,2565,58.1,-0.08,-9.3,0.05,0.21,24,16.88,7405.01,1
279,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,840,190,711,190,-10.5,8,11944.57,-1257.68,-1.8,3047,62.87,-0.06,-6.62,0.04,0.26,19,16.04,10676.39,1
280,45-54,A,200-249K,Homeowner,2 Adults No Kids,2,None/Unknown,844,128,710,128,-36.3,37,5399.64,-578.21,-6.9,1495,42.18,-0.28,-4.52,0.29,0.18,20,11.68,4785.13,1
281,19-24,B,50-74K,Homeowner,Single Female,1,None/Unknown,845,107,705,107,-15.63,10,5097.28,-760.62,-0.45,1671,47.64,-0.15,-7.11,0.09,0.15,25,15.62,4321.03,1
282,25-34,U,35-49K,Unknown,2 Adults Kids,4,2,852,89,704,89,-4.75,4,1943.73,-203.72,0.0,653,21.84,-0.05,-2.29,0.04,0.12,26,7.34,1735.26,1
283,25-34,B,175-199K,Unknown,Single Female,1,None/Unknown,853,451,710,451,-13.46,7,13497.29,-543.44,-0.8,2461,29.93,-0.03,-1.2,0.02,0.62,20,5.46,12940.39,1
284,55-64,B,35-49K,Homeowner,Single Female,1,None/Unknown,856,158,710,158,-9.55,9,5080.04,-1219.17,-1.25,1730,32.15,-0.06,-7.72,0.06,0.22,20,10.95,3851.32,1
285,65+,A,35-49K,Homeowner,1 Adult Kids,3,1,857,41,703,41,-1.5,2,4040.81,-545.46,0.0,1441,98.56,-0.04,-13.3,0.05,0.06,27,35.15,3493.85,1
286,25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,859,171,710,171,-4.8,5,7074.2,-998.39,-0.45,2302,41.37,-0.03,-5.84,0.03,0.23,20,13.46,6071.01,1
287,45-54,U,15-24K,Unknown,Unknown,1,None/Unknown,863,98,711,98,-2.15,3,2183.53,-316.13,-0.65,629,22.28,-0.02,-3.23,0.03,0.13,19,6.42,1865.25,1
288,35-44,U,15-24K,Homeowner,Single Female,1,None/Unknown,864,105,711,105,-57.38,49,7892.97,-1332.94,-7.3500000000000005,2681,75.17,-0.55,-12.69,0.47,0.14,19,25.53,6502.65,1
289,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,865,28,695,28,-3.49,2,1887.73,-443.92,0.0,408,67.42,-0.12,-15.85,0.07,0.04,35,14.57,1440.32,1
290,45-54,U,15-24K,Unknown,1 Adult Kids,2,1,866,109,693,109,-15.49,8,5519.35,-1298.28,-0.5,1721,50.64,-0.14,-11.91,0.07,0.15,37,15.79,4205.58,1
291,45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,867,149,711,149,-125.07,133,6088.84,-798.99,-27.0,1738,40.86,-0.84,-5.36,0.89,0.2,19,11.66,5164.78,1
292,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,868,125,708,125,-24.990000000000002,25,6836.65,-872.99,-3.1999999999999997,1649,54.69,-0.2,-6.98,0.2,0.17,22,13.19,5938.67,1
293,35-44,A,200-249K,Homeowner,2 Adults Kids,3,1,871,120,709,120,0.0,0,10435.960000000001,-1261.32,0.0,2516,86.97,0.0,-10.51,0.0,0.16,21,20.97,9174.64,0
294,25-34,U,25-34K,Unknown,2 Adults Kids,3,1,875,65,689,65,-16.05,16,1473.27,-379.1,-3.6500000000000004,625,22.67,-0.25,-5.83,0.25,0.09,41,9.62,1078.12,1
295,25-34,U,35-49K,Unknown,1 Adult Kids,3,2,878,147,709,147,-1.0,1,5980.72,-1552.32,0.0,2535,40.69,-0.01,-10.56,0.01,0.2,21,17.24,4427.4,1
296,35-44,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,879,88,704,88,-9.85,7,2448.6,-425.29,-0.35,652,27.82,-0.11,-4.83,0.08,0.12,26,7.41,2013.46,1
297,45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,882,192,702,192,-31.64,19,4609.8,-942.79,-1.85,1576,24.01,-0.16,-4.91,0.1,0.26,28,8.21,3635.37,1
298,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,883,259,710,259,-11.0,7,10165.13,-1223.74,0.0,2115,39.25,-0.04,-4.72,0.03,0.35,20,8.17,8930.39,1
299,35-44,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,886,170,709,170,-15.45,20,4890.11,-640.77,-5.25,1068,28.77,-0.09,-3.77,0.12,0.23,21,6.28,4233.89,1
300,25-34,U,150-174K,Homeowner,2 Adults Kids,3,1,888,77,706,77,-118.05,53,8689.01,-1311.21,-6.21,3263,112.84,-1.53,-17.03,0.69,0.11,24,42.38,7259.75,1
301,25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,889,187,711,187,-273.73,302,12983.01,-1803.6200000000001,-77.0,4211,69.43,-1.46,-9.65,1.61,0.26,19,22.52,10905.66,1
302,45-54,U,150-174K,Unknown,Single Male,1,None/Unknown,895,180,700,180,-16.68,7,8700.15,-873.97,-0.5,1841,48.33,-0.09,-4.86,0.04,0.25,30,10.23,7809.5,1
303,55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,898,257,711,257,-13.540000000000001,5,8355.23,-1156.2,-0.45,2354,32.51,-0.05,-4.5,0.02,0.35,19,9.16,7185.49,1
304,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,900,521,711,521,-12.379999999999999,8,16450.53,-1470.07,0.0,4059,31.57,-0.02,-2.82,0.02,0.71,19,7.79,14968.08,1
305,35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,903,70,701,70,-1.5,2,2949.56,-393.54,-0.5,767,42.14,-0.02,-5.62,0.03,0.1,29,10.96,2554.52,1
306,55-64,A,Under 15K,Homeowner,Single Female,2,None/Unknown,906,290,711,290,-17.3,16,7048.71,-1373.64,-1.94,1474,24.31,-0.06,-4.74,0.06,0.4,19,5.08,5657.77,1
307,45-54,A,100-124K,Probable Owner,2 Adults Kids,3,1,908,178,707,178,-12.74,10,6097.47,-1549.53,-0.35,1723,34.26,-0.07,-8.71,0.06,0.24,23,9.68,4535.2,1
308,25-34,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,911,71,691,71,-7.75,7,3696.76,-449.03000000000003,-0.75,1374,52.07,-0.11,-6.32,0.1,0.1,39,19.35,3239.98,1
309,45-54,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,914,58,709,58,0.0,0,1834.08,-167.73,0.0,417,31.62,0.0,-2.89,0.0,0.08,21,7.19,1666.35,0
310,45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,915,114,707,114,0.0,0,970.11,-82.66,0.0,510,8.51,0.0,-0.73,0.0,0.16,23,4.47,887.45,0
311,45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,920,177,710,177,-37.9,14,5887.36,-1071.04,-1.25,1713,33.26,-0.21,-6.05,0.08,0.24,20,9.68,4778.42,1
312,45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,922,121,698,121,-33.76,16,3336.9900000000002,-341.69,-0.75,954,27.58,-0.28,-2.82,0.13,0.17,32,7.88,2961.54,1
313,35-44,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,926,206,704,206,-5.05,4,7274.1,-993.62,-4.45,1885,35.31,-0.02,-4.82,0.02,0.28,26,9.15,6275.43,1
314,45-54,B,25-34K,Renter,1 Adult Kids,2,1,929,205,706,205,-17.84,20,5342.55,-1145.58,-3.65,2411,26.06,-0.09,-5.59,0.1,0.28,24,11.76,4179.13,1
315,19-24,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,932,133,691,133,-6.8999999999999995,6,5845.96,-841.08,-0.45,1850,43.95,-0.05,-6.32,0.05,0.18,39,13.91,4997.98,1
316,45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,934,149,708,149,-34.45,37,10709.38,-3399.17,-6.9,4782,71.88,-0.23,-22.81,0.25,0.2,22,32.09,7275.76,1
317,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,939,108,709,108,-10.08,7,5254.66,-1339.17,-0.75,2274,48.65,-0.09,-12.4,0.06,0.15,21,21.06,3905.41,1
318,19-24,A,200-249K,Unknown,2 Adults No Kids,2,None/Unknown,941,101,710,101,-1.0,1,2206.06,-271.82,0.0,645,21.84,-0.01,-2.69,0.01,0.14,20,6.39,1933.24,1
319,19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,946,117,709,117,-3.55,3,2530.45,-540.04,-0.45,1200,21.63,-0.03,-4.62,0.03,0.16,21,10.26,1986.86,1
320,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,947,199,710,199,-38.27,41,2305.51,-302.8,-4.7,943,11.59,-0.19,-1.52,0.21,0.27,20,4.74,1964.44,1
321,25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,949,119,707,119,-40.88,44,5799.97,-828.28,-11.399999999999999,1981,48.74,-0.34,-6.96,0.37,0.16,23,16.65,4930.81,1
322,19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,955,197,711,197,-9.95,12,4053.69,-677.5,-2.95,1838,20.58,-0.05,-3.44,0.06,0.27,19,9.33,3366.24,1
323,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,956,418,711,418,-3.95,6,10231.93,-1155.07,-1.45,2508,24.48,-0.01,-2.76,0.01,0.57,19,6.0,9072.91,1
324,35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,960,99,710,99,-1.5,1,2447.4900000000002,-221.65,0.0,607,24.72,-0.02,-2.24,0.01,0.14,20,6.13,2224.34,1
325,35-44,B,35-49K,Renter,1 Adult Kids,2,1,968,157,711,157,-13.29,10,9805.11,-2075.91,-1.0,3585,62.45,-0.08,-13.22,0.06,0.22,19,22.83,7715.91,1
326,25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,971,119,711,119,0.0,0,3676.15,-461.71,0.0,1355,30.89,0.0,-3.88,0.0,0.16,19,11.39,3214.44,0
327,35-44,A,50-74K,Homeowner,2 Adults Kids,4,2,973,72,710,72,-9.5,3,13486.32,-1553.91,-0.5,3580,187.31,-0.13,-21.58,0.04,0.1,20,49.72,11922.91,1
328,25-34,A,200-249K,Homeowner,2 Adults Kids,5+,3+,976,76,706,76,-14.0,18,6190.51,-643.1,-5.1,1839,81.45,-0.18,-8.46,0.24,0.1,24,24.2,5533.41,1
329,35-44,B,35-49K,Homeowner,1 Adult Kids,2,1,979,172,710,172,-442.54,278,12854.66,-2862.08,-49.69,4502,74.74,-2.57,-16.64,1.62,0.24,20,26.17,9550.04,1
330,45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,981,32,690,32,0.0,0,1394.11,-232.52,0.0,380,43.57,0.0,-7.27,0.0,0.04,40,11.88,1161.59,0
331,45-54,U,35-49K,Unknown,2 Adults Kids,4,2,982,300,710,300,-206.35999999999999,220,18790.34,-2396.57,-45.55,5796,62.63,-0.69,-7.99,0.73,0.41,20,19.32,16187.41,1
332,45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,983,170,711,170,-42.65,56,3807.15,-837.61,-12.1,1582,22.4,-0.25,-4.93,0.33,0.23,19,9.31,2926.89,1
333,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,986,84,698,84,0.0,0,1827.8700000000001,-442.81,0.0,654,21.76,0.0,-5.27,0.0,0.12,32,7.79,1385.06,0
334,45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,992,81,711,81,0.0,0,823.35,-57.67,0.0,233,10.16,0.0,-0.71,0.0,0.11,19,2.88,765.68,0
335,55-64,A,50-74K,Homeowner,1 Adult Kids,5+,3+,993,116,703,116,-16.0,20,3064.87,-613.14,-2.9,1273,26.42,-0.14,-5.29,0.17,0.16,27,10.97,2435.73,1
336,55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,996,126,711,126,-42.0,20,2220.85,-470.08,0.0,932,17.63,-0.33,-3.73,0.16,0.17,19,7.4,1708.77,1
337,45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown,997,86,711,86,-1.5,2,4646.81,-446.15000000000003,-0.5,1506,54.03,-0.02,-5.19,0.02,0.12,19,17.51,4199.16,1
338,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1001,79,710,79,-15.24,23,4082.0,-462.55,-4.8,1058,51.67,-0.19,-5.86,0.29,0.11,20,13.39,3604.21,1
339,35-44,U,25-34K,Unknown,Single Female,1,None/Unknown,1003,47,683,47,-3.5,2,2588.73,-593.97,0.0,795,55.08,-0.07,-12.64,0.04,0.06,47,16.91,1991.26,1
340,25-34,U,15-24K,Unknown,Single Male,1,None/Unknown,1004,211,709,211,0.0,0,3708.7200000000003,-437.8,0.0,838,17.58,0.0,-2.07,0.0,0.29,21,3.97,3270.92,0
341,35-44,A,35-49K,Unknown,Unknown,5+,3+,1012,99,673,99,-2.55,2,2342.51,-410.79,-0.45,889,23.66,-0.03,-4.15,0.02,0.14,57,8.98,1929.17,1
342,45-54,A,15-24K,Unknown,2 Adults Kids,4,2,1014,136,703,136,-8.64,11,4199.76,-659.79,-4.85,1675,30.88,-0.06,-4.85,0.08,0.19,27,12.32,3531.33,1
343,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1015,103,710,103,-19.2,23,3807.7200000000003,-732.63,-6.1,1643,36.97,-0.19,-7.11,0.22,0.14,20,15.95,3055.89,1
344,45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1018,142,707,142,-13.64,13,2138.59,-299.53999999999996,-2.95,603,15.06,-0.1,-2.11,0.09,0.19,23,4.25,1825.41,1
345,45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1020,153,711,153,-13.18,10,9561.460000000001,-1441.88,-0.5,3299,62.49,-0.09,-9.42,0.07,0.21,19,21.56,8106.4,1
346,35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1021,87,708,87,-3.5,2,2086.12,-262.67,0.0,701,23.98,-0.04,-3.02,0.02,0.12,22,8.06,1819.95,1
347,25-34,A,Under 15K,Homeowner,2 Adults Kids,4,2,1024,120,707,120,-60.18,42,9448.75,-2032.05,-9.799999999999999,2430,78.74,-0.5,-16.93,0.35,0.16,23,20.25,7356.52,1
348,35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1031,123,557,123,-2.0,2,4232.12,-333.5,0.0,1123,34.41,-0.02,-2.71,0.02,0.17,173,9.13,3896.62,1
349,55-64,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,1038,222,702,222,0.0,0,1602.0,-323.8,0.0,948,7.22,0.0,-1.46,0.0,0.3,28,4.27,1278.2,0
350,25-34,B,100-124K,Unknown,Single Male,1,None/Unknown,1040,223,710,223,-16.25,10,5664.74,-839.04,0.0,1906,25.4,-0.07,-3.76,0.04,0.31,20,8.55,4809.45,1
351,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1041,186,711,186,-5.6,4,7156.7,-1089.69,-0.9,2650,38.48,-0.03,-5.86,0.02,0.25,19,14.25,6061.41,1
352,25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1042,219,706,219,-14.35,15,5284.12,-1267.57,-2.35,2559,24.13,-0.07,-5.79,0.07,0.3,24,11.68,4002.2,1
353,25-34,A,Under 15K,Homeowner,Single Male,2,None/Unknown,1045,221,710,221,-0.55,1,4893.11,-817.63,-0.45,1731,22.14,-0.0,-3.7,0.0,0.3,20,7.83,4074.93,1
354,55-64,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1053,96,707,96,-6.11,1,4616.42,-496.46,0.0,1404,48.09,-0.06,-5.17,0.01,0.13,23,14.62,4113.85,1
355,35-44,U,50-74K,Unknown,Single Male,1,None/Unknown,1057,175,710,175,-3.25,2,8219.34,-775.86,0.0,2102,46.97,-0.02,-4.43,0.01,0.24,20,12.01,7440.23,1
356,35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1060,62,672,62,0.0,0,6096.93,-901.9,0.0,1991,98.34,0.0,-14.55,0.0,0.08,58,32.11,5195.03,0
357,65+,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1062,195,711,195,-3.35,2,1495.76,-334.35,-0.35,785,7.67,-0.02,-1.71,0.01,0.27,19,4.03,1158.06,1
358,35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1066,217,708,217,-31.310000000000002,24,3114.34,-665.48,-2.05,1570,14.35,-0.14,-3.07,0.11,0.3,22,7.24,2417.55,1
359,25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1069,52,681,52,-0.75,1,3433.27,-683.26,-0.25,811,66.02,-0.01,-13.14,0.02,0.07,49,15.6,2749.26,1
360,35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1070,148,708,148,-5.1,6,5187.13,-764.1800000000001,-0.9,1571,35.05,-0.03,-5.16,0.04,0.2,22,10.61,4417.85,1
361,45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,1074,120,707,120,-13.49,10,7769.22,-1671.04,-1.4,2342,64.74,-0.11,-13.93,0.08,0.16,23,19.52,6084.69,1
362,25-34,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1076,80,711,80,-1.0,1,2241.01,-253.12,0.0,543,28.01,-0.01,-3.16,0.01,0.11,19,6.79,1986.89,1
363,55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1081,124,699,124,-23.13,29,10201.550000000001,-1239.13,-7.6,2885,82.27,-0.19,-9.99,0.23,0.17,31,23.27,8939.29,1
364,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1082,128,711,128,-4.5,3,2032.54,-535.6,0.0,1113,15.88,-0.04,-4.18,0.02,0.18,19,8.7,1492.44,1
365,25-34,U,35-49K,Unknown,2 Adults Kids,3,1,1084,162,711,162,-2.0,2,2363.16,-322.73,0.0,873,14.59,-0.01,-1.99,0.01,0.22,19,5.39,2038.43,1
366,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1091,104,666,104,-1.54,2,5617.4,-461.04,-0.45,1204,54.01,-0.01,-4.43,0.02,0.14,64,11.58,5154.82,1
367,45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1094,85,709,85,-11.25,12,5935.57,-1083.39,-4.05,1766,69.83,-0.13,-12.75,0.14,0.12,21,20.78,4840.93,1
368,35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,1103,175,708,175,-5.5,5,6104.19,-717.1,0.0,1691,34.88,-0.03,-4.1,0.03,0.24,22,9.66,5381.59,1
369,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1113,159,710,159,-56.44,69,4391.3,-1047.75,-18.45,1414,27.62,-0.35,-6.59,0.43,0.22,20,8.89,3287.11,1
370,35-44,B,Under 15K,Renter,2 Adults Kids,4,2,1120,75,709,75,-5.1,8,1737.84,-312.51,-2.35,675,23.17,-0.07,-4.17,0.11,0.1,21,9.0,1420.23,1
371,55-64,A,15-24K,Unknown,Single Female,2,None/Unknown,1123,65,674,65,-4.5,3,3915.81,-622.28,0.0,994,60.24,-0.07,-9.57,0.05,0.09,56,15.29,3289.03,1
372,25-34,U,75-99K,Unknown,2 Adults Kids,3,1,1128,176,710,176,-2.5,1,3027.0,-416.53,0.0,1125,17.2,-0.01,-2.37,0.01,0.24,20,6.39,2607.97,1
373,55-64,U,25-34K,Renter,2 Adults Kids,3,1,1130,249,711,249,-71.05,42,6563.15,-1622.16,-8.2,2336,26.36,-0.29,-6.51,0.17,0.34,19,9.38,4869.94,1
374,45-54,B,50-74K,Homeowner,2 Adults Kids,3,1,1131,92,710,92,-8.0,5,3034.77,-631.0,-1.0,1146,32.99,-0.09,-6.86,0.05,0.13,20,12.46,2395.77,1
375,45-54,U,50-74K,Unknown,Unknown,2,1,1135,58,706,58,-67.42999999999999,17,748.88,-133.68,0.0,290,12.91,-1.16,-2.3,0.29,0.08,24,5.0,547.77,1
376,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,1137,123,708,123,0.0,0,2121.89,-279.64,0.0,668,17.25,0.0,-2.27,0.0,0.17,22,5.43,1842.25,0
377,35-44,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1138,191,711,191,-1.5,2,4546.37,-809.47,-0.5,1270,23.8,-0.01,-4.24,0.01,0.26,19,6.65,3735.4,1
378,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1142,237,710,237,-45.83,45,15178.960000000001,-1861.62,-5.9,4271,64.05,-0.19,-7.85,0.19,0.32,20,18.02,13271.51,1
379,35-44,B,35-49K,Homeowner,1 Adult Kids,4,3+,1146,249,711,249,-64.07000000000001,80,8854.64,-2020.84,-19.35,2843,35.56,-0.26,-8.12,0.32,0.34,19,11.42,6769.73,1
380,19-24,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1147,52,710,52,-2.5,1,3779.36,-582.61,0.0,1112,72.68,-0.05,-11.2,0.02,0.07,20,21.38,3194.25,1
381,45-54,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,1151,136,708,136,0.0,0,2808.91,-420.64,0.0,754,20.65,0.0,-3.09,0.0,0.19,22,5.54,2388.27,0
382,45-54,A,35-49K,Homeowner,Unknown,2,None/Unknown,1154,122,711,122,-21.05,13,3803.55,-793.8100000000001,-2.2,1395,31.18,-0.17,-6.51,0.11,0.17,19,11.43,2988.69,1
383,45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1158,180,711,180,-8.0,4,2903.2,-734.08,0.0,1145,16.13,-0.04,-4.08,0.02,0.25,19,6.36,2161.12,1
384,45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1159,189,708,189,-2.6,4,4468.63,-645.9,-1.4,1497,23.64,-0.01,-3.42,0.02,0.26,22,7.92,3820.13,1
385,65+,U,35-49K,Homeowner,Single Female,1,None/Unknown,1160,113,711,113,0.0,0,4377.96,-1010.01,0.0,1902,38.74,0.0,-8.94,0.0,0.15,19,16.83,3367.95,0
386,35-44,U,Under 15K,Unknown,Unknown,1,None/Unknown,1163,137,694,137,-7.199999999999999,9,4808.01,-810.09,-2.1,1467,35.09,-0.05,-5.91,0.07,0.19,36,10.71,3990.72,1
387,25-34,U,15-24K,Unknown,Single Male,1,None/Unknown,1164,97,711,97,-3.0,1,4689.35,-311.34,0.0,1380,48.34,-0.03,-3.21,0.01,0.13,19,14.23,4375.01,1
388,45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,1166,306,711,306,-462.59000000000003,513,12300.62,-2060.93,-117.21,3772,40.2,-1.51,-6.74,1.68,0.42,19,12.33,9777.1,1
389,35-44,U,50-74K,Homeowner,2 Adults Kids,4,2,1167,136,708,136,-4.55,5,6798.79,-792.67,-0.45,1905,49.99,-0.03,-5.83,0.04,0.19,22,14.01,6001.57,1
390,19-24,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1169,103,705,103,-5.0,6,5159.4,-1273.71,-1.5,2095,50.09,-0.05,-12.37,0.06,0.14,25,20.34,3880.69,1
391,25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,1172,145,710,145,-0.3,1,4569.24,-604.51,-0.3,1170,31.51,-0.0,-4.17,0.01,0.2,20,8.07,3964.43,1
392,25-34,U,Under 15K,Unknown,2 Adults Kids,5+,3+,1174,102,704,102,-1.0,1,2156.65,-472.03,0.0,996,21.14,-0.01,-4.63,0.01,0.14,26,9.76,1683.62,1
393,25-34,A,50-74K,Homeowner,Single Female,2,None/Unknown,1175,124,706,124,-6.25,9,7403.51,-605.59,-2.5,1713,59.71,-0.05,-4.88,0.07,0.17,24,13.81,6791.67,1
394,45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,1178,194,708,194,-13.89,10,5022.28,-1344.16,-0.5,1633,25.89,-0.07,-6.93,0.05,0.27,22,8.42,3664.23,1
395,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1179,175,711,175,-36.68,18,9428.4,-1476.52,-2.1,2655,53.88,-0.21,-8.44,0.1,0.24,19,15.17,7915.2,1
396,45-54,A,50-74K,Homeowner,1 Adult Kids,5+,3+,1186,70,708,70,-5.1,6,6060.38,-616.17,-1.4,1367,86.58,-0.07,-8.8,0.09,0.1,22,19.53,5439.11,1
397,45-54,U,35-49K,Renter,Unknown,1,None/Unknown,1188,122,706,122,-8.69,9,3722.22,-1207.73,-1.0,2270,30.51,-0.07,-9.9,0.07,0.17,24,18.61,2505.8,1
